Date;GX1 Index;XP1 Index;PT1 Index;IB1 Index;TP1 Index;HI1 Index;ST1 Index;SD1 Index;QC1 Index;SM1 Index;EO1 Index;Z 1 Index;SP1 Index; CF1 Index; VG1 Index
13/02/2002;4947;3471;429.4;7870.5;982;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6342;493.7;5134;1118.7;4373;3585
14/02/2002;4982;3481;427.3;8020;981.5;#N/A N/A;#N/A N/A;1773;#N/A N/A;6415;499.95;5180;1116.8;4436;3624
15/02/2002;4866.5;3456;427.1;7940.2;981.5;11025;#N/A N/A;1767;#N/A N/A;6416;499.43;5161.5;1104.8;4381;3540
18/02/2002;4860;3462;428.2;7845.5;981.5;11012;#N/A N/A;1761;#N/A N/A;6385;494.5;5150;1104.6;4348;3536
19/02/2002;4787;3455;422.2;7723.5;952;10820;#N/A N/A;1737;#N/A N/A;6230;483.9;5078.5;1083.7;4259;3454
20/02/2002;4794.5;3424;423.1;7735.5;956.5;10742;#N/A N/A;1735;#N/A N/A;6197;480.6;5004;1101;4241;3452
21/02/2002;4840;3425;421.2;7751;988.5;10770;#N/A N/A;1733;#N/A N/A;6220;485.69;5053.5;1079;4289;3499
22/02/2002;4753;3424;422.1;7668.5;985;10600;#N/A N/A;1682;#N/A N/A;6180;478.93;5035;1091.7;4248;3428
25/02/2002;4877.5;3424;428.5;7784.5;986;10509;#N/A N/A;1664;#N/A N/A;6241;485.2;5092;1109.6;4307;3526
26/02/2002;4910.5;3423;432.3;7863;982;10564;#N/A N/A;1698;#N/A N/A;6216;487.33;5127;1107.9;4343;3535
27/02/2002;4966;3392;438.2;8139.5;1012.5;10693;#N/A N/A;1711;#N/A N/A;6326;492.2;5165.5;1111.4;4424;3582
28/02/2002;5060;3406;436.3;8145.5;1011;10345;#N/A N/A;1715;#N/A N/A;6349;494.8;5100;1106.9;4446.9;3639
01/03/2002;5120;3394;441.6;8248.5;1031;10335;#N/A N/A;1730;#N/A N/A;6356;501.38;5165;1132.5;4500;3667
04/03/2002;5245;3408;450.2;8387.5;1078.5;10618;#N/A N/A;1822;#N/A N/A;6450;511.53;5241;1151.7;4620.5;3743
05/03/2002;5229;3434;447.7;8317;1077;10874;#N/A N/A;1804;#N/A N/A;6422;513.59;5205;1149.1;4593;3722
06/03/2002;5296;3449;453.5;8322.5;1068;10940;#N/A N/A;1808;#N/A N/A;6416;513;5248.5;1162.5;4605;3766
07/03/2002;5282;3496;454.8;8380.5;1100;11125;#N/A N/A;1800;#N/A N/A;6441;517.7;5284;1159.3;4626;3751
08/03/2002;5356;3476;451.5;8371;1113;11191;#N/A N/A;1803;#N/A N/A;6527;519.51;5277.5;1163.8;4635;3801
11/03/2002;5363;3469;450.7;8322.5;1123.5;11215;#N/A N/A;1809;#N/A N/A;6501;519.7;5251;1166.2;4598;3778
12/03/2002;5294;3463;449.2;8226.5;1095;11200;#N/A N/A;1780;#N/A N/A;6450;515.6;5250.5;1166.7;4559;3729
13/03/2002;5236;3444;446.2;8181;1065.5;11170;#N/A N/A;1793;#N/A N/A;6497;511.8;5267.5;1154.6;4531;3685
14/03/2002;5286;3445;446.9;8255.5;1076;11212;#N/A N/A;1786;#N/A N/A;6555;511.84;5262.5;1153.1;4553.5;3709
15/03/2002;5288.56;3424;449.7;8292.4;1092.5;11080;#N/A N/A;1787;#N/A N/A;6576.3;513.59;5250.5;1166.8;4593;3712.8
18/03/2002;5472.5;3451;452.4;8399;1083;11155;#N/A N/A;1790;#N/A N/A;6588;522.15;5311;1167.2;4630;3761
19/03/2002;5514.5;3462;453.5;8483;1109;11155;#N/A N/A;1813;#N/A N/A;6586;525.9;5327;1174.2;4650;3786
20/03/2002;5411.5;3463;451;8393;1088;10995;#N/A N/A;1805;#N/A N/A;6572;520.7;5299;1152.3;4608;3714
21/03/2002;5403.5;3427;447.5;8341.5;#N/A N/A;10852;#N/A N/A;1800;#N/A N/A;6559;519.95;5278;1152.7;4586;3693
22/03/2002;5402;3430;446.3;8339.5;1073;10862;#N/A N/A;1800;#N/A N/A;6568;522.55;5268.5;1149.6;4606;3729
25/03/2002;5368.5;3422;440.4;8162;1063;10811;#N/A N/A;1803;#N/A N/A;6570;520.9;5227;1135.8;4591;3690
26/03/2002;5427.5;3394;442.7;8108;1062.5;10848;#N/A N/A;1797;#N/A N/A;6625;521.6;5210;1142.1;4632;3706
27/03/2002;5392;3415;446.1;8155.5;1075;10906;#N/A N/A;1805;#N/A N/A;6614;522.47;5238;1145;4612;3717
28/03/2002;5396;3396;447.2;8250.5;1079;11017;#N/A N/A;1821;#N/A N/A;6635;529.5;5276;1149.2;4681.2;3729
29/03/2002;#N/A N/A;3426;#N/A N/A;#N/A N/A;1062;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4679;#N/A N/A
01/04/2002;#N/A N/A;#N/A N/A;449.4;#N/A N/A;1052;#N/A N/A;#N/A N/A;1790;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1144.5;#N/A N/A;#N/A N/A
02/04/2002;5349;3383;449.6;8193.5;1065;10820;#N/A N/A;1802;#N/A N/A;6628;528.14;5264;1138.1;4624;3720
03/04/2002;5322;3385;446.6;8230.5;1082.5;10820;#N/A N/A;1790;#N/A N/A;6674;527.07;5264;1130.3;4635.5;3718
04/04/2002;5286;3379;441.3;8154.5;1091;10813;#N/A N/A;1769;#N/A N/A;6653;522.5;5234;1125.7;4541;3663
05/04/2002;5298;3382;440.3;8156.5;1087;#N/A N/A;#N/A N/A;1785;#N/A N/A;6635;517.11;5254;1125.4;4513;3631
08/04/2002;5210;3388;438.3;7965.5;1088;10671;#N/A N/A;1765;#N/A N/A;6553;509.14;5192;1127.5;4430;3579
09/04/2002;5197;3358;437.5;8034;1069;10730;#N/A N/A;1758;#N/A N/A;6615;510.91;5185;1120.4;4462;3582
10/04/2002;5300;3375;442.7;8102;1079;10664;#N/A N/A;1710;#N/A N/A;6656;515.04;5243;1132;4519;3638
11/04/2002;5217.5;3369;436.3;7963.5;1066;10770;#N/A N/A;1745;#N/A N/A;6574;509.08;5150;1103.9;4438;3560
12/04/2002;5211.5;3352;436.5;8037;1057;10650;#N/A N/A;1750;#N/A N/A;6565;510.58;5177;1112;4469;3596
15/04/2002;5263;3369;439.8;8109;1065.5;10725;#N/A N/A;1753;#N/A N/A;6588;511.75;5214;1104.3;4497;3635
16/04/2002;5367;3389;445.6;8352.5;1077;10735;#N/A N/A;1771;#N/A N/A;6649;524.7;5272;1129.7;4596;3724
17/04/2002;5347.5;3404;445;8397.5;1087;11115;#N/A N/A;1778;#N/A N/A;6692;528.4;5275;1127.9;4594;3713
18/04/2002;5287.5;3407;443.5;8358.5;1093.5;11211;#N/A N/A;1753;#N/A N/A;6677;524.85;5255;1123;4584;3656
19/04/2002;5308;3412;447.5;8404.7;1089;11221;#N/A N/A;1735;#N/A N/A;6672;527.61;5248.5;1126.7;4600;3697
22/04/2002;5249;3419;442.7;8372.5;1101;11165;#N/A N/A;1725;#N/A N/A;6675;522;5236.5;1108.3;4546.5;3634
23/04/2002;5223;3403;437.2;8359;1102;11370;#N/A N/A;1739;#N/A N/A;6673;523.25;5201;1103.3;4558;3630
24/04/2002;5193;3377;437;8331;1099;11425;#N/A N/A;1729;#N/A N/A;6676;518;5231;1091.8;4523;3605
25/04/2002;5065.5;3370;437.3;8164.5;1096;11386;#N/A N/A;1732;#N/A N/A;6588;508.83;5210;1092.5;4448;3539
26/04/2002;5023;3388;431.8;8177;1087.5;11386;#N/A N/A;1726;#N/A N/A;6540;506.8;5163;1072;4452.5;3516
29/04/2002;5013;3359;428.6;8151;#N/A N/A;11295;#N/A N/A;1710;#N/A N/A;6567;503.1;5163;1064.9;4427;3505
30/04/2002;5060.5;3342;434.2;8156.5;1079;11487;#N/A N/A;1730;#N/A N/A;6551;508.33;5167;1077.2;4401.4;3561
01/05/2002;#N/A N/A;3360;433;#N/A N/A;1085;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5132;1088.4;4436;#N/A N/A
02/05/2002;4984.5;3371;434.6;8034;1085.5;11760;#N/A N/A;1730;#N/A N/A;6541;500.79;5190;1084.6;4388;3521
03/05/2002;4909;3364;432.4;8014.5;#N/A N/A;11788;#N/A N/A;1729;#N/A N/A;6585;493.11;5219;1073;4326.5;3464
06/05/2002;4920;3358;428.7;7941.5;#N/A N/A;11735;#N/A N/A;1708;#N/A N/A;6560;491.8;#N/A N/A;1051.8;4339;3450
07/05/2002;4897.5;3334;425.8;7914;1073;11785;#N/A N/A;1720;#N/A N/A;6494;486.2;5124.5;1047.4;4268;3437
08/05/2002;5035;3336;435.3;8112.5;1083;11800;#N/A N/A;1730;#N/A N/A;6594;495.6;5217;1086.5;4378.5;3531
09/05/2002;4985;3333;430.3;8037.5;1088;11668;#N/A N/A;1740;#N/A N/A;6591;496.79;5211;1074;4360;3500
10/05/2002;4870;3317;428.9;7879.5;1083.5;11645;#N/A N/A;1733;#N/A N/A;6523;489;5177;1054.1;4296;3409
13/05/2002;4995;3292;431.4;8005.5;1072;11780;#N/A N/A;1723;#N/A N/A;6565;492;5214;1075.5;4354;3500
14/05/2002;5057;3309;435.6;8103.5;1072;11705;#N/A N/A;1722;#N/A N/A;6632;500.68;5247;1098.5;4432;3558
15/05/2002;5090;3380;434.8;8157;1088.5;11791;#N/A N/A;1739;#N/A N/A;6670;502.7;5279;1094.5;4455;3596
16/05/2002;5068.5;3388;437.4;8079.5;1102.5;11825;#N/A N/A;1725;#N/A N/A;6690;501.48;5260;1099.1;4444;3549
17/05/2002;5042;3410;437.1;8148.6;1103;12030;#N/A N/A;1736;#N/A N/A;6655;501.92;5227;1105.2;4437;3542
20/05/2002;5020;3394;#N/A N/A;8013.5;1117;#N/A N/A;#N/A N/A;1720;#N/A N/A;6597;495;5223;1093.5;4398;3518
21/05/2002;5007.5;3369;432;7961;1114;11670;#N/A N/A;1725;#N/A N/A;6621;492.35;5202;1083.1;4396;3501
22/05/2002;4952.5;3384;429.9;7865;1131;11830;#N/A N/A;1743;#N/A N/A;6606;486.75;5164;1085.1;4330.5;3469
23/05/2002;4884.5;3369;433.2;7908;1134;11615;#N/A N/A;1722;#N/A N/A;6585;491.97;5181;1097;4346;3469
24/05/2002;4912.5;3394;431.2;7962.5;1141;11609;#N/A N/A;1718;#N/A N/A;6582;491.35;5177.5;1082.4;4338;3483
27/05/2002;4965;3366;431.3;8001.5;1129.5;11586;#N/A N/A;#N/A N/A;#N/A N/A;6613;492.58;5145;1085.1;4365;3505
28/05/2002;4916;3370;430;7936.5;1128.5;11594;#N/A N/A;1712;#N/A N/A;6581;490.25;5080.5;1076.6;4338;3466
29/05/2002;4892;3368;425.8;7970;1122.5;11370;#N/A N/A;1681;#N/A N/A;6598;488.99;5083.5;1067.8;4338;3462
30/05/2002;4759;3374;425.2;7862.5;1118.5;11328;#N/A N/A;1687;#N/A N/A;6547;480.99;5040;1065.8;4258;3358
31/05/2002;4810;3359;429.2;7967;1117.5;11350;#N/A N/A;1670;#N/A N/A;6592;484.61;5064;1067.5;4265.3;3421
03/06/2002;4744;3365;425.1;7906.5;1138.5;11356;#N/A N/A;1673;#N/A N/A;6556;479.31;#N/A N/A;1038.8;4216;3370
04/06/2002;4644.5;3336;423;7670;1117;11310;#N/A N/A;1657;#N/A N/A;6422;465;#N/A N/A;1041.5;4066;3266
05/06/2002;4623.5;3333;420.8;7607.5;1114.5;11433;#N/A N/A;1654;#N/A N/A;6411;463.76;4992.5;1050.6;4080.5;3260
06/06/2002;4644.5;3333;416.9;7574;1107;11396;#N/A N/A;1641;#N/A N/A;6363;465.87;4966;1029.5;4099;3286
07/06/2002;4602.5;3335;417.5;7477.5;1099;11285;#N/A N/A;1640;#N/A N/A;6230;453.94;4909.5;1028.3;4014;3213
10/06/2002;4594;3313;416.2;7492;1091.5;11300;#N/A N/A;1653;#N/A N/A;6275;454.6;4924;1032.1;4024;3224
11/06/2002;4634;3328;412.5;7556.5;1098;11205;#N/A N/A;1650;#N/A N/A;6347;463.2;4936;1014.2;4114;3260
12/06/2002;4526.5;3333;412;7388.5;1091;11170;#N/A N/A;1652;#N/A N/A;6137;448.28;4862;1020.2;4007;3178
13/06/2002;4488;3305;406.3;7294.5;1076;11200;#N/A N/A;1650;#N/A N/A;6046;442;4793;1010.8;3952;3160
14/06/2002;4305;3285;406.9;7135;1051;10955;#N/A N/A;1606;#N/A N/A;5962;429;4627;1009.1;3850;3037
17/06/2002;4486;3296;414.9;7332.5;1024.5;10877;#N/A N/A;1610;#N/A N/A;6169;445.3;4764;1035.6;4016.5;3215
18/06/2002;4420.5;3310;412.7;7339.5;1042.5;10850;#N/A N/A;1604;#N/A N/A;6082;447;4705.5;1044.2;4004.5;3181
19/06/2002;4359;3264;405.8;7208.5;1008.5;10663;#N/A N/A;1570;#N/A N/A;5965;438.28;4654.5;1019.6;3942;3097
20/06/2002;4248;3274;404.8;7039;1018.5;10748;#N/A N/A;1583;#N/A N/A;5788;426.5;4584;1007.1;3829;3049
21/06/2002;4254.45;3243;399.7;6971.3;996;10590;#N/A N/A;1550;#N/A N/A;5725.8;424.58;4589.5;992;3794.5;3083.5
24/06/2002;4181.5;3235;399.2;6585.5;1012.5;10631;#N/A N/A;1540;#N/A N/A;5591;411;4555;997.1;3673;2962
25/06/2002;4234;3220;398.5;6740;1015.5;10621;#N/A N/A;1558;#N/A N/A;5753;424.85;4622;974.5;3771;3007
26/06/2002;4135;3189;395.5;6636.5;985;10338;#N/A N/A;1516;#N/A N/A;5604;413.8;4535;974.7;3701.5;2927
27/06/2002;4265;3202;397.7;6675;993.5;10471;#N/A N/A;1546;#N/A N/A;5695;417.2;4542;992;3745.5;3046
28/06/2002;4421.5;3215;402;6886.5;1019.5;10610;#N/A N/A;1562;#N/A N/A;5935;438.75;4653;990.1;3840.1;3157
01/07/2002;4386;3231;#N/A N/A;6902.5;1029.5;#N/A N/A;#N/A N/A;1555;#N/A N/A;5954;439;4673;969.6;3907.5;3141
02/07/2002;4237.5;3221;392.8;6709;1032.5;10485;#N/A N/A;1550;#N/A N/A;5845;421.5;4530;947.6;3744;3022
03/07/2002;4173;3180;394.3;6593.5;1045;10555;#N/A N/A;1589;#N/A N/A;5694;407;4397;953.2;3635;2951
04/07/2002;4288;3194;393.1;6674.5;1031;10728;#N/A N/A;1589;#N/A N/A;5835;419.72;4474.5;953.3;3709.5;3064
05/07/2002;4501;3218;400.6;7095;1042.5;10848;#N/A N/A;1649;#N/A N/A;5985;436.85;4618;991;3874;3222
08/07/2002;4464.5;3238;397.9;7124.5;1027;10844;#N/A N/A;1626;#N/A N/A;5985;434.5;4595.5;978.3;3870;3161
09/07/2002;4395;3270;395.5;6998;1045;10844;#N/A N/A;1653;#N/A N/A;5948;430;4542;954;3825;3088
10/07/2002;4229.5;3223;386.2;6864;1034.5;10775;#N/A N/A;1632;#N/A N/A;5788;411.73;4423.5;919;3660;2960
11/07/2002;4179.5;3181;385.5;6637;1018.5;10520;#N/A N/A;1606;#N/A N/A;5525;393.2;4240;926.9;3519;2926
12/07/2002;4155.5;3192;380.7;6725.5;1016.5;10615;#N/A N/A;1623;#N/A N/A;5595;392;4197.5;917.3;3523;2888
15/07/2002;3966;3180;375.2;6418.5;1001;10585;#N/A N/A;1615;#N/A N/A;5347;368.76;3987.5;920.6;3330;2703
16/07/2002;3990;3151;374.8;6423.5;979;10400;#N/A N/A;1598;#N/A N/A;5142;362.43;3987;903.3;3320;2727
17/07/2002;4093;3118;375.2;6655;988;10299;#N/A N/A;1586;#N/A N/A;5292;379.1;4172;905;3445.5;2829
18/07/2002;4119.5;3150;376;6762;999.5;10530;#N/A N/A;1580;#N/A N/A;5243;387.25;4267;875.5;3514;2861
19/07/2002;3935;3112;365.5;6504;986.5;10312;#N/A N/A;1560;#N/A N/A;4994;372.33;4093;844;3330;2698
22/07/2002;3738;3097;356.4;6252;986.5;10118;#N/A N/A;1526;#N/A N/A;4707;344;3889;819.8;3150;2544
23/07/2002;3561;3075;343.4;6168;992;10325;#N/A N/A;1579;#N/A N/A;4586;329.64;3830;796.8;3080;2460
24/07/2002;3667.5;3014;355.9;5997;968.5;9892;#N/A N/A;1510;#N/A N/A;4561;315.75;3739.5;844;3030;2500
25/07/2002;3495;3042;351.4;6321;961.5;9830;#N/A N/A;1515;#N/A N/A;4911;331.2;3945;836.8;3149;2481
26/07/2002;3577.5;2992;355;6303.5;939.5;9750;#N/A N/A;1500;#N/A N/A;5000;335.18;3998;853.7;3169;2540
29/07/2002;3848;3035;365.7;6656.5;947.5;9920;#N/A N/A;1508;#N/A N/A;5304;357.5;4193;893.7;3390;2765
30/07/2002;3887.5;3079;367.1;6317.5;974.5;10245;#N/A N/A;1511;#N/A N/A;5140;353.85;4154;905.5;3385;2750
31/07/2002;3719.5;3082;371.6;6296;963;10191;#N/A N/A;1505;#N/A N/A;5196;361.85;4227.5;911.5;3401.4;2682
01/08/2002;3628;3063;368.3;6077.5;956;10135;#N/A N/A;1510;#N/A N/A;5132;340;4028.5;884;3246;2579
02/08/2002;3526;3039;364.7;6115;955;9918;#N/A N/A;1504;#N/A N/A;5000;333.5;4052;865;3254;2519
05/08/2002;3358;2992;#N/A N/A;5977.5;954.5;9832;#N/A N/A;1477;#N/A N/A;4825;322.7;3995;834;3148.5;2423
06/08/2002;3550.5;2967;364.2;6185.5;934.5;9670;#N/A N/A;1465;#N/A N/A;5119;336.8;4117;861;3288;2582
07/08/2002;3457;3039;364.8;6093;968.5;9923;#N/A N/A;1491;#N/A N/A;5036;335.5;4067.5;876;3274;2536
08/08/2002;3682;3062;370.6;6420.5;957.5;9863;#N/A N/A;1494;#N/A N/A;5247;350.95;4217.5;905.7;3395;2734
09/08/2002;3748;3098;373.9;6411.5;978.5;9948;#N/A N/A;#N/A N/A;#N/A N/A;5307;360.45;4308.5;907.8;3452;2770
12/08/2002;3685;3095;369.8;6223;956;9890;#N/A N/A;1485;#N/A N/A;5222;353.58;4209;902.5;3370;2675
13/08/2002;3695;3105;366.3;6262.5;952.5;10071;#N/A N/A;1520;#N/A N/A;5320;356.54;4261;885.3;3398;2712
14/08/2002;3611.5;3092;367.9;6109.5;949;9867;#N/A N/A;1527;#N/A N/A;5276;348.5;4170;918;3240;2629
15/08/2002;3667.5;3121;369.1;#N/A N/A;958.5;10196;#N/A N/A;1535;#N/A N/A;5438;365.32;4329;930.5;3397;2695
16/08/2002;3701;3133;369;6216.5;963;10225;#N/A N/A;1524;#N/A N/A;5400;362.53;4330.5;928;3389;2736
19/08/2002;3856;3140;374.2;6612;941.5;10200;#N/A N/A;1532;#N/A N/A;5523;385.7;4438;949;3496;2836
20/08/2002;3792.5;3175;375.1;6485;944;10340;#N/A N/A;1535;#N/A N/A;5357;378.5;4377;939.8;3445;2777
21/08/2002;3878.5;3156;375.5;6535.5;940.5;10400;#N/A N/A;1535;#N/A N/A;5487;380.3;4365;952.3;3483;2835
22/08/2002;3891.5;3192;379.9;6703;961;10425;#N/A N/A;1550;#N/A N/A;5498;394.5;4444;961.1;3597;2863
23/08/2002;3831;3175;370.7;6610;962.5;10220;#N/A N/A;1522;#N/A N/A;5496;389.83;4396;941;3528;2802
26/08/2002;3801;3174;376.2;6549.5;983.5;10236;#N/A N/A;1520;#N/A N/A;5425;382.9;#N/A N/A;947.5;3470;2796
27/08/2002;3855.5;3144;374;6722.5;961.5;10195;#N/A N/A;1508;#N/A N/A;5486;394.16;4458;936.5;3573.5;2835
28/08/2002;3712;3125;369.7;6488;953.5;10112;#N/A N/A;1504;#N/A N/A;5272;377.5;4280;916.5;3420.5;2745
29/08/2002;3678;3122;369.6;6388;936.5;10022;#N/A N/A;1493;#N/A N/A;5139;366.55;4201;916;3334.5;2692
30/08/2002;3722.5;3104;371.8;6444;938.5;10039;#N/A N/A;1483;#N/A N/A;5240;372.37;4240;916.1;3339.3;2724
02/09/2002;3623;3124;#N/A N/A;6351;929;9860;#N/A N/A;1458;#N/A N/A;5091;364.61;4176;908.8;3280;2648
03/09/2002;3413;3142;362;6151;903;9775;#N/A N/A;1445;#N/A N/A;4920;350.45;4035.5;877.7;3140;2501
04/09/2002;3438.5;3085;364.5;6164;885.5;9830;#N/A N/A;1450;#N/A N/A;4962;349.65;4025;889.7;3174;2532
05/09/2002;3362.5;3104;363.8;6084.5;903.5;9695;#N/A N/A;1446;#N/A N/A;4959;344.85;3999.5;883.2;3147.5;2511
06/09/2002;3485;3077;363.3;6245.5;891;9717;#N/A N/A;1445;#N/A N/A;5100;354.5;4099;894.5;3245;2623
09/09/2002;3427.5;3108;366.4;6161.5;911.5;9724;#N/A N/A;1422;#N/A N/A;5040;346.9;4059;900.6;3202;2582
10/09/2002;3486;3102;367.2;6300.5;913.5;9915;#N/A N/A;1450;#N/A N/A;5115;356.75;4171.5;911;3303;2637
11/09/2002;3578;3135;371.4;6504;917.5;9866;#N/A N/A;1447;#N/A N/A;5269;368;4222.5;906.1;3401;2706
12/09/2002;3438;3125;366.9;6253.5;922.5;9912;#N/A N/A;1435;#N/A N/A;5076;350.8;4080.5;889.2;3247;2591
13/09/2002;3373.5;3125;364.7;6140;903;9585;#N/A N/A;1425;#N/A N/A;4988;340;3998;891.1;3161;2550
16/09/2002;3317;3115;364.3;6095.5;#N/A N/A;9470;#N/A N/A;1432;#N/A N/A;4989;338.05;4050;892.9;3146.5;2533
17/09/2002;3280.5;3168;357;6078.5;939;9715;#N/A N/A;1454;#N/A N/A;4910;331.4;4025;872.4;3117;2494
18/09/2002;3137.5;3121;351;5906;927;9462;#N/A N/A;1421;#N/A N/A;4800;316.25;3877.5;863.7;3006;2388
19/09/2002;3034.5;3072;345.9;5821;936.5;9424;#N/A N/A;1442;#N/A N/A;4723;310.44;3807;841.8;2932.5;2327
20/09/2002;3057.89;3069;346.8;5783.1;924.5;9349;#N/A N/A;1420;#N/A N/A;4656.1;312.78;3900;842.2;2895;2329.6
23/09/2002;2950.5;3053;341.5;5587;#N/A N/A;9268;#N/A N/A;1404;#N/A N/A;4550;294.5;3755;834.4;2797;2235
24/09/2002;2914;3034;341.3;5399;912;9160;#N/A N/A;1372;#N/A N/A;4578;294.4;3674.5;820.8;2739;2229
25/09/2002;2988;2993;344.7;5452;899;9155;#N/A N/A;1348;#N/A N/A;4642;298.9;3701;841.2;2788;2307
26/09/2002;3037;2999;347.5;5677.5;916.5;9260;#N/A N/A;1358;#N/A N/A;4890;318.2;3865;854.5;2958;2360
27/09/2002;2906.5;3018;342.1;5619;939.5;9294;#N/A N/A;1381;#N/A N/A;4930;315.92;3918.5;825.3;2948.5;2287
30/09/2002;2824;2949;345.7;5416;912.5;9030;#N/A N/A;1346;#N/A N/A;4725;295;3706;815;2776.7;2235
01/10/2002;2891.5;2994;348.5;5360.5;895;#N/A N/A;#N/A N/A;1361;#N/A N/A;4730;305.3;3801;854.1;2830;2333
02/10/2002;2938;3004;339.5;5613.5;894.5;9160;#N/A N/A;1355;#N/A N/A;4835;316.43;3928;830.5;2948;2378
03/10/2002;2849;2993;336.7;5542;879.5;8980;#N/A N/A;1357;#N/A N/A;4790;314.52;3896.5;820.5;2861;2300
04/10/2002;2710;2987;331.9;5499;887;9018;#N/A N/A;1373;#N/A N/A;4657;305.6;3811;805.8;2775;2227
07/10/2002;2696;2938;327;5462;855.5;8895;#N/A N/A;1377;#N/A N/A;4561;300.5;3792;788.5;2737;2229
08/10/2002;2637.5;2944;328.6;5441.5;862;8965;#N/A N/A;1398;#N/A N/A;4503;292.61;3739.5;801.1;2699;2194
09/10/2002;2625;2919;318.6;5366.5;840.5;8950;#N/A N/A;1379;#N/A N/A;4419;291;3750;777.8;2664;2165
10/10/2002;2730.5;2904;326.8;5446.5;835;8837;#N/A N/A;1360;#N/A N/A;4529;302;3790;802.5;2759.5;2264
11/10/2002;2926.5;2937;338.1;5668.5;849.5;8947;#N/A N/A;1375;#N/A N/A;4769;317.83;3951;838.5;2903;2403
14/10/2002;2875;2959;#N/A N/A;5607.5;#N/A N/A;#N/A N/A;#N/A N/A;1384;#N/A N/A;4695;316.28;3947.5;841.6;2891;2332
15/10/2002;3035;3000;351.7;5886.5;877.5;9380;#N/A N/A;1435;#N/A N/A;4989;339;4130.5;882.7;3090.5;2500
16/10/2002;3023;3006;347.3;5864;881.5;9535;#N/A N/A;1438;#N/A N/A;4912;331.95;4069;862.3;3074;2451
17/10/2002;3188.5;3002;356;6026.5;886;9618;#N/A N/A;1470;#N/A N/A;4976;342.79;4174;879;3183;2557
18/10/2002;3182.5;3017;358.3;5940.3;893.5;9601;#N/A N/A;1457;#N/A N/A;4980;338.91;4126.5;883.2;3154;2542
21/10/2002;3285;2999;362.2;6026;883;9573;#N/A N/A;1458;#N/A N/A;4910;343.5;4131;898.7;3154;2605
22/10/2002;3159;3008;355.8;6043.5;865.5;9588;#N/A N/A;1451;#N/A N/A;4873;343.3;4137;891.5;3124.5;2483
23/10/2002;3052;3030;357;5893;867;9825;#N/A N/A;1461;#N/A N/A;4774;330.5;4026;898.3;2996;2418
24/10/2002;3093;3027;357;6058.5;857;9751;#N/A N/A;1455;#N/A N/A;4895;336.25;4105;880.5;3075.5;2483
25/10/2002;3119.5;3015;363.1;6079;866;9720;#N/A N/A;1465;#N/A N/A;4915;329.7;4061;898.7;3059;2468
28/10/2002;3189;3028;363.2;6173;872;9848;#N/A N/A;1473;#N/A N/A;4880;338.15;4090;891.8;3116.5;2529
29/10/2002;3040.5;3017;356.2;6009;859.5;9640;#N/A N/A;1453;#N/A N/A;4758;324;3948;881.5;2965.5;2400
30/10/2002;3149;3014;356.6;6033;874.5;9582;#N/A N/A;1457;#N/A N/A;4881;335.2;4001;889.7;3079;2481
31/10/2002;3188;3050;351.6;6131;859.5;9401;#N/A N/A;1464;#N/A N/A;4936;343.75;4027.5;885.4;3135.4;2518
01/11/2002;3176;3018;356.3;#N/A N/A;874.5;9393;#N/A N/A;1420;#N/A N/A;4895;339.55;3995;898.5;3108;2504
04/11/2002;3344;3059;359.8;6371.5;#N/A N/A;9745;#N/A N/A;#N/A N/A;#N/A N/A;5034;352.71;4143.5;907.4;3218;2605
05/11/2002;3377.5;3062;361.9;6374.5;888;9666;#N/A N/A;1430;#N/A N/A;5031;355;4150;914;3255;2620
06/11/2002;3316.5;3076;364.7;6318;888.5;9789;#N/A N/A;1442;#N/A N/A;5020;349.19;4114.5;925.7;3220.5;2586
07/11/2002;3188;3054;360.7;6111;879;9810;#N/A N/A;1430;#N/A N/A;4896;336.37;4075;902.4;3115.5;2497
08/11/2002;3086.5;3009;360.4;6067.5;862;9720;#N/A N/A;1422;#N/A N/A;4850;330.44;4047;891.4;3061.5;2446
11/11/2002;3036;2977;354.6;6067.5;836.5;9530;#N/A N/A;1407;#N/A N/A;4802;328.5;4024;877.8;3059.5;2425
12/11/2002;3128;2980;356.8;6143;843.5;9620;#N/A N/A;1410;#N/A N/A;4866;329;4088;884.8;3069;2466
13/11/2002;3084;2974;356.1;6139.5;836;9562;#N/A N/A;1388;#N/A N/A;4839;326.12;4043;885.7;3042.5;2443
14/11/2002;3189.5;2963;359.9;6269.5;822.5;9665;#N/A N/A;1384;#N/A N/A;4969;335.45;4069;902.5;3151.5;2536
15/11/2002;3198;3002;364.8;6282.2;845;9860;#N/A N/A;1417;#N/A N/A;5020;337.72;4093.5;908.9;3165.5;2542
18/11/2002;3221.5;3012;367;6381.5;823;9900;#N/A N/A;1396;#N/A N/A;5036;342.95;4115;900;3206;2582
19/11/2002;3232;2992;364;6316.5;818;9952;#N/A N/A;1388;#N/A N/A;4994;342;4113;898.1;3180;2583
