Date;GX1 Index;XP1 Index;PT1 Index;IB1 Index;TP1 Index;HI1 Index;ST1 Index;SD1 Index;QC1 Index;SM1 Index;EO1 Index;Z 1 Index;SP1 Index; CF1 Index; VG1 Index
29/12/1995;2278.5;#N/A N/A;#N/A N/A;3642;1574;10140;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3703;618.45;1873.5;#N/A N/A
01/01/1996;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
02/01/1996;2326;#N/A N/A;#N/A N/A;3696.5;#N/A N/A;10318;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;224.34;3717;625.1;1917.5;#N/A N/A
03/01/1996;2343;#N/A N/A;#N/A N/A;3711.5;#N/A N/A;10500;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;226.69;3747;626.95;1953;#N/A N/A
04/01/1996;2350;#N/A N/A;#N/A N/A;3706.5;1631;10575;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;227.45;3742;619.8;1936;#N/A N/A
05/01/1996;2330;#N/A N/A;#N/A N/A;3691;1640;10580;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;226.12;3731;619.3;1923;#N/A N/A
08/01/1996;2354.5;#N/A N/A;#N/A N/A;3700.5;1630;10462;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;228.85;3750.5;622.4;1922;#N/A N/A
09/01/1996;2369.5;#N/A N/A;#N/A N/A;3685.5;1632;10510;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;227.56;3731;608.5;1923;#N/A N/A
10/01/1996;2356.5;#N/A N/A;#N/A N/A;3658.5;1616;10350;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;226.93;3692;600.75;1919;#N/A N/A
11/01/1996;2346;#N/A N/A;#N/A N/A;3669;1606;10520;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;227.05;3667;605.65;1905;#N/A N/A
12/01/1996;2365.5;#N/A N/A;#N/A N/A;3678.5;1591;10565;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;228.64;3671;604.95;1912;#N/A N/A
15/01/1996;2376;#N/A N/A;#N/A N/A;3677.5;#N/A N/A;10720;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;227.71;3684;603.2;1933;#N/A N/A
16/01/1996;2392.5;#N/A N/A;#N/A N/A;3719.5;1609;10645;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;228.94;3727;610.9;1959;#N/A N/A
17/01/1996;2388;#N/A N/A;#N/A N/A;3718.5;1610;10560;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;228.87;3723;608.3;1975;#N/A N/A
18/01/1996;2401.5;#N/A N/A;#N/A N/A;3728.5;1591;10575;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;229.07;3772;610.5;1964;#N/A N/A
19/01/1996;2414.5;#N/A N/A;#N/A N/A;3744;1598;10790;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;230.7;3773;614.15;1967;#N/A N/A
22/01/1996;2402;#N/A N/A;#N/A N/A;3751.5;1575;10975;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;230.9;3774.5;613.7;1961.5;#N/A N/A
23/01/1996;2405;#N/A N/A;#N/A N/A;3728.5;1562;10945;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;229.55;3755;616.15;1942;#N/A N/A
24/01/1996;2446;#N/A N/A;#N/A N/A;3777.5;1582;10975;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;231.59;3775;621.95;1954;#N/A N/A
25/01/1996;2454;#N/A N/A;#N/A N/A;3768.5;1588;11185;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;230.77;3746;619;1949.5;#N/A N/A
26/01/1996;2458;#N/A N/A;#N/A N/A;3731.5;1613;11130;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;229.98;3742;624.15;1971;#N/A N/A
29/01/1996;2446;#N/A N/A;#N/A N/A;3679.5;1597;11035;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;229.89;3748;626.2;1980;#N/A N/A
30/01/1996;2468.5;#N/A N/A;#N/A N/A;3728;1603;11110;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;228.48;3751;631.95;2003;#N/A N/A
31/01/1996;2474;#N/A N/A;#N/A N/A;3738.5;1609;11400;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;228.6;3761;637.95;2010.9;#N/A N/A
01/02/1996;2482;#N/A N/A;#N/A N/A;3773.5;1630;11395;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;229.56;3769;639.65;2033;#N/A N/A
02/02/1996;2469;#N/A N/A;#N/A N/A;3731.5;1628;11585;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;229.49;3802;638.35;2032;#N/A N/A
05/02/1996;2424;#N/A N/A;#N/A N/A;3677.5;1602;11540;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;226.57;3763;641.9;1990;#N/A N/A
06/02/1996;2448;#N/A N/A;#N/A N/A;3699;1612;11440;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;228.36;3761;648.2;1996;#N/A N/A
07/02/1996;2446.5;#N/A N/A;#N/A N/A;3685.5;1625;11470;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;229.13;3732;651.75;1991;#N/A N/A
08/02/1996;2422;#N/A N/A;#N/A N/A;3654.5;1634;11420;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;227.86;3712;658.35;1959;#N/A N/A
09/02/1996;2443;#N/A N/A;#N/A N/A;3703.5;1630;11365;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;227.79;3722;659.25;1964;#N/A N/A
12/02/1996;2433;#N/A N/A;#N/A N/A;3697;#N/A N/A;11340;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;228.77;3733;664.25;1975;#N/A N/A
13/02/1996;2444;#N/A N/A;#N/A N/A;3734.5;1620;11260;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;232.01;3753;661.8;1992;#N/A N/A
14/02/1996;2428.5;#N/A N/A;#N/A N/A;3714.5;1628;11465;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;231.68;3746;655.9;1962;#N/A N/A
15/02/1996;2429;#N/A N/A;#N/A N/A;3802.5;1611;11565;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;232.46;3784;651.4;1960;#N/A N/A
16/02/1996;2427.5;#N/A N/A;#N/A N/A;3778.7;1613;11670;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;232.81;3770;650.4;1956;#N/A N/A
19/02/1996;2391;#N/A N/A;#N/A N/A;3810.5;1605;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;228.84;3745;648.55;1946;#N/A N/A
20/02/1996;2375;#N/A N/A;#N/A N/A;3809.5;1595;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;227.32;3714;643.5;1938;#N/A N/A
21/02/1996;2403;#N/A N/A;#N/A N/A;3869.5;1570;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;228.91;3721;651.7;1946;#N/A N/A
22/02/1996;2426;#N/A N/A;#N/A N/A;3875.5;1574;11295;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;230.5;3739;659.95;1962.5;#N/A N/A
23/02/1996;2454.5;#N/A N/A;#N/A N/A;3878;1564;11390;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;232.03;3732;659.25;1973.5;#N/A N/A
26/02/1996;2443;#N/A N/A;#N/A N/A;3861;1574;11190;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;230.23;3705;648.85;1958;#N/A N/A
27/02/1996;2455;#N/A N/A;#N/A N/A;3888.5;1551;11195;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;231.02;3720;647.6;1976;#N/A N/A
28/02/1996;2493;#N/A N/A;#N/A N/A;3935.5;1544;11240;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;233.05;3742;643.5;2000;#N/A N/A
29/02/1996;2495.5;#N/A N/A;#N/A N/A;3920.5;1556;11080;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;233.32;3721;638.25;1986.5;#N/A N/A
01/03/1996;2492.5;#N/A N/A;#N/A N/A;3948;1563;11200;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;234.24;3754;647.25;2023.5;#N/A N/A
04/03/1996;2490;#N/A N/A;#N/A N/A;3678.5;1558;11260;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;235.78;3778.5;650.7;2022;#N/A N/A
05/03/1996;2477;#N/A N/A;#N/A N/A;3646;1554;11500;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;235.58;3777;657.45;2010;#N/A N/A
06/03/1996;2474;#N/A N/A;#N/A N/A;3722.5;1555;11380;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;235.38;3763;651.2;2018;#N/A N/A
07/03/1996;2479;#N/A N/A;#N/A N/A;3769;1531;11150;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;235.99;3766;654.15;2012;#N/A N/A
08/03/1996;2449;#N/A N/A;#N/A N/A;3758.5;1552;11195;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;233.65;3699;632.05;1976;#N/A N/A
11/03/1996;2423;#N/A N/A;#N/A N/A;3712;1528;10360;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;230.67;3674;638.85;1951.5;#N/A N/A
12/03/1996;2413;#N/A N/A;#N/A N/A;3697;1537;10560;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;231.83;3628;634.8;1936;#N/A N/A
13/03/1996;2416;#N/A N/A;#N/A N/A;3672.5;1528;10230;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;233.45;3629;637.5;1945;#N/A N/A
14/03/1996;2434;#N/A N/A;#N/A N/A;3710.5;1537;10400;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;235.7;3670;641.6;1964;#N/A N/A
15/03/1996;2465;#N/A N/A;#N/A N/A;3685.6;1555;10560;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;235.86;3666;647;1952;#N/A N/A
18/03/1996;2483.5;#N/A N/A;#N/A N/A;3739.5;1564;10575;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;238.09;3662;659.5;1973;#N/A N/A
19/03/1996;2493.5;#N/A N/A;#N/A N/A;#N/A N/A;1575;10815;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;239.06;3688;657.3;1975;#N/A N/A
20/03/1996;2497;#N/A N/A;#N/A N/A;3784.5;#N/A N/A;10775;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;239.11;3685;656.15;1976;#N/A N/A
21/03/1996;2513;#N/A N/A;#N/A N/A;3825.5;1597;10975;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;238.7;3696;654.65;1982;#N/A N/A
22/03/1996;2487.5;#N/A N/A;#N/A N/A;3806.5;1595;10970;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;239.6;3701;656.35;1977;#N/A N/A
25/03/1996;2524;#N/A N/A;#N/A N/A;3863.5;1603;11140;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;239.05;3676.5;655.9;2006;#N/A N/A
26/03/1996;2514.5;#N/A N/A;#N/A N/A;3837.5;1613;11030;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;238.92;3654.5;658.8;2010.5;#N/A N/A
27/03/1996;2534.5;#N/A N/A;#N/A N/A;3832.5;1621;11068;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;240.47;3675;651.3;2024;#N/A N/A
28/03/1996;2511.5;#N/A N/A;#N/A N/A;3854.5;1622;11051;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;238.85;3682;654.75;2021;#N/A N/A
29/03/1996;2495.5;#N/A N/A;#N/A N/A;3844.5;1637;10920;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;240.79;3708;651.25;2037.7;#N/A N/A
01/04/1996;2509.5;#N/A N/A;#N/A N/A;3872;1657;10930;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;243.39;3730;657.4;2060;#N/A N/A
02/04/1996;2516;#N/A N/A;#N/A N/A;3888;1657;11145;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;244.03;3736;658.6;2073;#N/A N/A
03/04/1996;2494.5;#N/A N/A;#N/A N/A;3897.5;1647;11200;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;242.69;3730;659.1;2066;#N/A N/A
04/04/1996;2502.5;#N/A N/A;#N/A N/A;#N/A N/A;1652;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;243.62;3771;659.6;2079;#N/A N/A
05/04/1996;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1660;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
08/04/1996;#N/A N/A;#N/A N/A;#N/A N/A;3841.5;1645;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;647;#N/A N/A;#N/A N/A
09/04/1996;2514;#N/A N/A;#N/A N/A;3889.5;1674;11180;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;244.03;3759;645;2089;#N/A N/A
10/04/1996;2532;#N/A N/A;#N/A N/A;3920.5;1669;11095;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;246.97;3774;633.25;2093;#N/A N/A
11/04/1996;2513;#N/A N/A;#N/A N/A;3884.5;1671;10860;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;246.5;3740;633.6;2072;#N/A N/A
12/04/1996;2535;#N/A N/A;#N/A N/A;3921.5;1678;10835;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;246.1;3770;640.6;2079.5;#N/A N/A
15/04/1996;2543;#N/A N/A;#N/A N/A;3951.5;1688;10992;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;248.83;3798;645.8;2080;#N/A N/A
16/04/1996;2552;#N/A N/A;#N/A N/A;3956.5;1686;11050;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;248.8;3836;647.3;2102;#N/A N/A
17/04/1996;2522;#N/A N/A;#N/A N/A;3948;1681;10950;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;247.72;3814;644.85;2076;#N/A N/A
18/04/1996;2524;#N/A N/A;#N/A N/A;3986.5;1680;10875;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;246.95;3826;645.95;2092;#N/A N/A
19/04/1996;2539;#N/A N/A;#N/A N/A;4025.8;1684;10830;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;248.29;3862.5;647.05;2099;#N/A N/A
22/04/1996;2548;#N/A N/A;#N/A N/A;4080.5;1705;10950;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;247.31;3864;652.05;2121;#N/A N/A
23/04/1996;2552.5;#N/A N/A;#N/A N/A;4080.5;1709;10880;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;247.06;3843;655;2112.5;#N/A N/A
24/04/1996;2525;#N/A N/A;#N/A N/A;4078.5;1712;10900;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;247.85;3832;651.7;2120.5;#N/A N/A
25/04/1996;2539.5;#N/A N/A;#N/A N/A;4101.5;1712;10775;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;246.68;3835;655.05;2116;#N/A N/A
26/04/1996;2544;#N/A N/A;#N/A N/A;4141.5;1717;10795;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;248.16;3846;656.45;2143;#N/A N/A
29/04/1996;2505;#N/A N/A;#N/A N/A;4110.5;#N/A N/A;10831;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;249.05;3816;655.15;2128;#N/A N/A
30/04/1996;2491;#N/A N/A;#N/A N/A;4082.5;1708;10948;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3821;654.85;2140.9;#N/A N/A
01/05/1996;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1691;10875;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;249.15;3817;656.45;2139;#N/A N/A
02/05/1996;2462.5;#N/A N/A;#N/A N/A;#N/A N/A;1687;10910;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;249.7;3767;645.85;2124;#N/A N/A
03/05/1996;2475;#N/A N/A;#N/A N/A;4082.5;#N/A N/A;10675;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;249.17;3740;643.5;2102;#N/A N/A
06/05/1996;2475;#N/A N/A;#N/A N/A;4057.5;#N/A N/A;10640;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;251.63;#N/A N/A;642.9;2079;#N/A N/A
07/05/1996;2475.5;#N/A N/A;#N/A N/A;4028.5;1668;10715;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;251.26;3725;639.05;2070;#N/A N/A
08/05/1996;2456;#N/A N/A;#N/A N/A;3982;1683;10625;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;248.1;3709;647.5;#N/A N/A;#N/A N/A
09/05/1996;2474;#N/A N/A;#N/A N/A;4013;1656;10570;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;249.98;3733;647.35;2074;#N/A N/A
10/05/1996;2502.5;#N/A N/A;#N/A N/A;4054;1660;10600;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;250.85;3766;654.9;2106.5;#N/A N/A
13/05/1996;2494;#N/A N/A;#N/A N/A;4058.5;1642;10740;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;250.97;3749.5;663.75;2092;#N/A N/A
14/05/1996;2531;#N/A N/A;#N/A N/A;4082;1655;10842;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;252.3;3766;667.3;2112.5;#N/A N/A
15/05/1996;2536.5;#N/A N/A;#N/A N/A;#N/A N/A;1693;10905;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;252.23;3782;667.35;2116;#N/A N/A
16/05/1996;#N/A N/A;#N/A N/A;#N/A N/A;4055.5;1704;10878;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3756;667.05;2116;#N/A N/A
17/05/1996;2554.5;#N/A N/A;#N/A N/A;4099.3;1684;10850;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;251.09;3799;671.5;2131;#N/A N/A
20/05/1996;2546;#N/A N/A;#N/A N/A;4143.5;1689;11025;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;253.45;3780;676.25;2112;#N/A N/A
21/05/1996;2566.5;#N/A N/A;#N/A N/A;4153.5;1690;11075;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;254.78;3788;675.8;2123;#N/A N/A
22/05/1996;2552;#N/A N/A;#N/A N/A;4126.5;1678;11123;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;254.58;3763;680.9;2094;#N/A N/A
23/05/1996;2547;#N/A N/A;#N/A N/A;4137.5;1666;11055;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;255.92;3742;678.45;2109;#N/A N/A
24/05/1996;2554;#N/A N/A;#N/A N/A;4143;1665;11040;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;256.03;3755;680.6;2119;#N/A N/A
27/05/1996;#N/A N/A;#N/A N/A;#N/A N/A;4155.5;1663;11110;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2119;#N/A N/A
28/05/1996;2562.5;#N/A N/A;#N/A N/A;4163;1684;11105;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;257.8;3764;673.8;2133.5;#N/A N/A
29/05/1996;2554;#N/A N/A;#N/A N/A;4158.5;1677;11160;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;257.62;3785;669.1;2113.5;#N/A N/A
30/05/1996;2540.5;#N/A N/A;#N/A N/A;4107.5;1671;11140;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;256.69;3754;673.4;2108;#N/A N/A
31/05/1996;2523.5;#N/A N/A;#N/A N/A;4086;1676;11325;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;258.71;3735;666.95;2117.1;#N/A N/A
03/06/1996;2546;#N/A N/A;#N/A N/A;4091;1653;11045;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;258.86;3735;669.45;2100;#N/A N/A
04/06/1996;2554;#N/A N/A;#N/A N/A;4130.5;1678;11135;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;257.89;3759.5;673.2;2096;#N/A N/A
05/06/1996;2553.5;#N/A N/A;#N/A N/A;4119.5;1672;11120;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;258.58;3756;678.75;2098;#N/A N/A
06/06/1996;#N/A N/A;#N/A N/A;#N/A N/A;4165.5;1670;11270;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;259.32;3764;673.25;2119;#N/A N/A
07/06/1996;2540;#N/A N/A;#N/A N/A;4141.5;1661;11242;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;256.67;3709;673.8;2087;#N/A N/A
10/06/1996;2556;#N/A N/A;#N/A N/A;4174.5;1658;11185;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;258.39;3725;671.3;2104;#N/A N/A
11/06/1996;2573;#N/A N/A;#N/A N/A;4231.5;1668;11050;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;258.77;3755;671.45;2124;#N/A N/A
12/06/1996;2571;#N/A N/A;#N/A N/A;4272;1689;11010;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;258.2;3767;669.7;2126;#N/A N/A
13/06/1996;2566.5;#N/A N/A;#N/A N/A;4237.5;1684;10845;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;255.34;3757;668.75;2112;#N/A N/A
14/06/1996;2544.5;#N/A N/A;#N/A N/A;4240.5;1708;10888;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;253.88;3745;664.75;2097;#N/A N/A
17/06/1996;2551.5;#N/A N/A;#N/A N/A;4221.5;1706;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;255;3756;665.7;2103;#N/A N/A
18/06/1996;2557;#N/A N/A;#N/A N/A;4251.5;1707;10945;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;255.84;3751;661.7;2104.5;#N/A N/A
19/06/1996;2545.5;#N/A N/A;#N/A N/A;4219.5;1697;10906;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;253.64;3749;662.95;2096;#N/A N/A
20/06/1996;2534;#N/A N/A;#N/A N/A;4201;1713;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;251.73;3723;661.2;2068;#N/A N/A
21/06/1996;2569.5;#N/A N/A;#N/A N/A;4242.5;1715;10825;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;250.73;3735.5;673.45;2078;#N/A N/A
24/06/1996;2584;#N/A N/A;#N/A N/A;4250;1722;10975;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;251.87;3704;675.15;2090;#N/A N/A
25/06/1996;2596.5;#N/A N/A;#N/A N/A;4256.5;1718;10985;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;252.75;3675;674.15;2114.5;#N/A N/A
26/06/1996;2593.5;#N/A N/A;#N/A N/A;4248;1721;11060;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;254.04;3685;668.65;2115;#N/A N/A
27/06/1996;2570.5;#N/A N/A;#N/A N/A;4217;1712;10988;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;252.54;3672;673.05;2108.5;#N/A N/A
28/06/1996;2589;#N/A N/A;#N/A N/A;4236;1711;11033;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;254.34;3699;676.8;2123.4;#N/A N/A
01/07/1996;2587;#N/A N/A;#N/A N/A;4274.5;1708;11005;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;254.2;3720;680.8;2117.5;#N/A N/A
02/07/1996;2584.5;#N/A N/A;#N/A N/A;4252.5;1699;11120;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;253.94;3717;678.8;2110;#N/A N/A
03/07/1996;2585;#N/A N/A;#N/A N/A;4225.5;1707;11070;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;254.49;3704;676.1;2114;#N/A N/A
04/07/1996;2597;#N/A N/A;#N/A N/A;4244.5;1693;11185;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;255.7;3775;675.85;2131;#N/A N/A
05/07/1996;2587;#N/A N/A;#N/A N/A;4190.5;1697;11180;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;253.94;3738;661.1;2098;#N/A N/A
08/07/1996;2573;#N/A N/A;#N/A N/A;4186.5;1665;10870;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;251.63;3735;656.3;2082;#N/A N/A
09/07/1996;2576.5;#N/A N/A;#N/A N/A;4216.5;1665;10922;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;252.96;3751;659.15;2079;#N/A N/A
10/07/1996;2589;#N/A N/A;#N/A N/A;4177;1659;10925;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;251.97;3764;661.7;2089.5;#N/A N/A
11/07/1996;2575.5;#N/A N/A;#N/A N/A;4139;1663;10928;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;249.72;3745;648.35;2077;#N/A N/A
12/07/1996;2560;#N/A N/A;#N/A N/A;4116.5;1649;10798;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;248.85;3723;648.05;2051;#N/A N/A
15/07/1996;2544;#N/A N/A;#N/A N/A;4046.5;1642;10770;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;244.52;3692;630.25;2032;#N/A N/A
16/07/1996;2490;#N/A N/A;#N/A N/A;3993.5;1631;10630;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;239.01;3631;632.1;1988;#N/A N/A
17/07/1996;2507.5;#N/A N/A;#N/A N/A;3994;1626;10615;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;239.05;3662;637.8;1996;#N/A N/A
18/07/1996;2518.5;#N/A N/A;#N/A N/A;4046;1638;10725;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;240.34;3690;647.45;2009;#N/A N/A
19/07/1996;2507.5;#N/A N/A;#N/A N/A;4047.8;1626;10805;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;242.54;3708;642;1994;#N/A N/A
22/07/1996;2481;#N/A N/A;#N/A N/A;4013.5;1601;10745;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;237.63;3677;637.55;1963;#N/A N/A
23/07/1996;2504.5;#N/A N/A;#N/A N/A;4042.5;1609;10812;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;237.8;3707;628.15;1985;#N/A N/A
24/07/1996;2468.5;#N/A N/A;#N/A N/A;3986.5;1582;10620;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;232.13;3669;630.7;1956;#N/A N/A
